year,country_name,gdp,hte,hdi,gr_cap,labor,sec_srv,mob_sub,ter_enr,sci_art,pop,infl,ict_exp,edu_exp,fdi,trade,inet_usr,rnd_exp,p_a,cc,ge,pv,rl,rq,va,foreign_assets,new_business_density,innovation_score,competitiveness_score,ctfp,cwtfp,economic_freedom
2016,Netherlands,7.16E+11,71059988656,0.941,1.38E+13,9429376,24130.79407,122,80,31496,17030314,0.565543725,17308746365,3.92E+12,2.48E+13,1.08E+14,1539540386,1.54E+12,2290,1.858350754,1.820286155,0.896933198,1.845648885,1.964846015,1.540806055,2.08E+11,2.829501203,58.29,48.2,0.910395265,0.781957388,74.6
2016,Netherlands,7.16E+11,71059988656,0.941,1.38E+13,9429376,24130.79407,122,80,31496,17030314,0.565543725,17308746365,3.92E+12,2.48E+13,1.08E+14,1539540386,1.54E+12,2290,1.858350754,1.820286155,0.896933198,1.845648885,1.964846015,1.540806055,2.08E+11,2.829501203,58.29,39.6,0.910395265,0.781957388,74.6
2016,Netherlands,7.16E+11,71059988656,0.941,1.38E+13,9429376,24130.79407,122,80,31496,17030314,0.565543725,17308746365,3.92E+12,2.48E+13,1.08E+14,1539540386,1.54E+12,2290,1.858350754,1.820286155,0.896933198,1.845648885,1.964846015,1.540806055,2.08E+11,2.829501203,58.29,48.2,0.910395265,0.781957388,74.6
2016,Netherlands,7.16E+11,71059988656,0.941,1.38E+13,9429376,24130.79407,122,80,31496,17030314,0.565543725,17308746365,3.92E+12,2.48E+13,1.08E+14,1539540386,1.54E+12,2290,1.858350754,1.820286155,0.896933198,1.845648885,1.964846015,1.540806055,2.08E+11,2.829501203,58.29,39.6,0.910395265,0.781957388,74.6
2017,Netherlands,7.36E+11,77793879014,0.945,1.45E+13,9483930,70412.12761,119,83,31643,17131296,1.43932716,18424581738,3.81E+12,1.73E+13,1.17E+14,1596636787,1.6E+12,2241,1.745578885,1.814021945,0.907123685,1.758306026,2.040488958,1.496197343,1.83E+11,2.861418362,63.36,49.61985144,0.93655324,0.800184667,75.8
2018,Netherlands,7.53E+11,85620091095,0.947,1.5E+13,9598204,100581.5238,122,84,32093,17231624,2.533402871,20966003204,4.03E+12,-2.32E+13,1.23E+14,1583586246,1.61E+12,2111,1.88914597,1.809736967,0.838281274,1.744465113,2.013643742,1.499813557,2.18E+11,2.949589778,63.32,49.82929078,0.925941408,0.798055351,76.2
2019,Netherlands,7.7E+11,87057975323,0.95,1.61E+13,9729857,130279.4705,125,,32282,17344874,3.027883684,21925698652,3.97E+12,-1.05E+13,1.24E+14,1618276744,1.68E+12,2228,1.867612481,1.767152667,0.821324944,1.734739423,1.84916997,1.483594537,2.67E+11,2.95532928,61.44,50.52385729,0.914709628,0.79252547,76.8
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,53.08,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,58.76,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,53.08,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,58.76,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,53.08,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,58.76,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,53.08,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,58.76,52.86097543,,,77
2020,Netherlands,7.4E+11,87232912188,0.945,1.57E+13,9778411,136862.9992,123,85,33061,17441500,2.355730282,24244437697,4.01E+12,-1.75E+13,1.13E+14,1592408950,1.72E+12,2198,1.999983191,1.805217981,0.830933392,1.706331134,1.748252153,1.520005703,2.84E+11,3.079289786,64.45,52.86097543,,,77
2021,Netherlands,7.87E+11,1.01E+11,0.951,1.63E+13,9842958,164133.507,125,89,34933,17533044,2.747343238,22481052788,4.33E+12,-8.62E+12,1.28E+14,1614793352,1.79E+12,2080,2.004242182,1.725136518,0.893059194,1.698627353,1.73918283,1.489902139,2.84E+11,,58.62549464,53.89644975,,,76.8
2022,Netherlands,8.26E+11,98441621634,0.953,1.69E+13,10054815,181183.7897,118,,34311,17700982,6.155574926,24853447733,4.17E+12,1.23E+12,1.52E+14,1637340835,1.86E+12,,1.917200089,1.578898668,0.726799548,1.656765938,1.712272048,1.54713273,3.32E+11,3.433084261,58.03506536,53.93393103,,,79.5
2023,Netherlands,8.27E+11,1.11E+11,0.955,1.66E+13,10247550,194962.8679,,,,17877117,7.343742685,26420327322,,-2.21E+13,1.37E+14,1734080349,,,1.867100477,1.625531912,0.658281982,1.642504454,1.790966392,1.5562644,3.51E+11,,60.3888,54.10481416,,,78
2024,Netherlands,,,,,10315268,,,,,,,,,,,,,,,,,,,,4.23E+11,,,54.87559654,,,77.3
2025,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2
1960,New Caledonia,,,,,,,,,,79819,,,,,,,,,,,,,,,,,,,,,
1961,New Caledonia,,,,,,,,,,82521,,,,,,,,,,,,,,,,,,,,,
1962,New Caledonia,,,,,,,,,,85334,,,,,,,,,,,,,,,,,,,,,
1963,New Caledonia,,,,,,,,,,88050,,,,,,,,,,,,,,,,,,,,,
1964,New Caledonia,,,,,,,,,,90602,,,,,,,,,,,,,,,,,,,,,
1965,New Caledonia,76382126080,,,,,,,,,93159,,,,,,,,,,,,,,,,,,,,,
1966,New Caledonia,73442500608,,,,,,,,,95820,7.008143127,,,,,,,,,,,,,,,,,,,,
1967,New Caledonia,77408976896,,,,,,,,,98587,4.022405938,,,,,,,,,,,,,,,,,,,,
1968,New Caledonia,88449474560,,,,,,,,,101441,4.760261057,,,,,,,,,,,,,,,,,,,,
1969,New Caledonia,1.02E+11,,,,,,,,,104849,11.0013057,,,,,,,,,,,,,,,,,,,,
1970,New Caledonia,1.34E+11,,,,,,,,,109338,11.31864887,,,,,,,,,,,,,,,,,,,,
1971,New Caledonia,1.43E+11,,,,,,,,,114514,7.512884311,,,,,,,,,,,,,,,,,,,,
1972,New Caledonia,1.48E+11,,,,,,,,,119931,7.764086396,,,,,,,,,,,,,,,,,,,,
1973,New Caledonia,1.32E+11,,,,,,,,,125585,6.564977409,,,,,,,,,,,,,,,,,,,,
1974,New Caledonia,1.48E+11,,,,,,,,,131452,12.62827103,,,,,,,,,,,,,,,,,,,,
1975,New Caledonia,1.58E+11,,,,,,,,,137462,7.112224002,,,,,,,,,,,,,,,,,,,,
1976,New Caledonia,1.62E+11,,,,,,,,,142091,6.541881327,,,,,,,,,,,,,,,,,,,,
1977,New Caledonia,1.65E+11,,,,,,,,,144599,5.86721749,,,,,,,,,,,,,,,,,,,,
1978,New Caledonia,1.81E+11,,,,,,,,,146392,-15.51090351,,,,,,,,,,,,,,,,,,,,
1979,New Caledonia,1.56E+11,,,,,,,,,148132,35.0575533,,,,,,,,,,,,,,,,,,,,
1980,New Caledonia,1.56E+11,,,,,,,,,149817,12.59887241,,,,,,,,,,,,,,,,,,,,
1981,New Caledonia,1.45E+11,,,,,,,,,151441,13.7443497,,,,,,,,,,,,,,,,,,,,
1982,New Caledonia,1.48E+11,,,,,,,,,153001,9.843471407,,,,,,,,,,,,,,,,,,,,
1983,New Caledonia,1.45E+11,,,,,,,,,155003,7.769065944,,,,,,,,,,,,,,,,,,,,
1984,New Caledonia,1.48E+11,,,,,,,,,157583,8.8396722,,,,,,,,,,,,,,,,,,,,
1985,New Caledonia,1.55E+11,,,,,,,,,160234,5.650584356,,,,,,,,,,,,,,,,,,,,
1986,New Caledonia,1.53E+11,,,,,,,,,162898,9.422900668,,,,,,,,,,,,,,,,,,,,
1987,New Caledonia,1.62E+11,,,,,,,,,165650,1.702884848,,,,,,,,,,,,,,,,,,,,
1988,New Caledonia,2.18E+11,,,,,,,,,168502,2.559240228,,,,,,,,,,,,,,,,,,,,
1989,New Caledonia,2.42E+11,,,,,,,,,172029,1.71843194,,,,,,,,,,,,,,,,,,,,
1990,New Caledonia,2.5E+11,,,8.23E+12,76657,,,,,176456,-4.635603931,,,,1.33E+13,,,,,,,,,,,,,,,,
1991,New Caledonia,2.63E+11,,,,79385,,,,,181238,3.630409056,,,,1.3E+13,,,,,,,,,,,,,,,,
1992,New Caledonia,2.64E+11,,,,82262,,,,,186072,2.841715967,,,,1.2E+13,,,,,,,,,,,,,,,,
1993,New Caledonia,2.65E+11,,,,85156,,,,,190857,2.715282869,,,,1.15E+13,,,,,,,,,,,,,,,,
1994,New Caledonia,2.72E+11,,,,88019,,,,,195614,2.891693714,,,,1.14E+13,,,,,,,,,,,,,,,,
1995,New Caledonia,2.89E+11,,,,90835,,0,,,200379,1.331531009,,,,1.21E+13,1038,,,,,,,,,,,,,,,
1996,New Caledonia,2.9E+11,,,,93693,,1,,,205034,1.422278107,,,,1.25E+13,51874,,,,,,,,,,,,,,,
1997,New Caledonia,2.96E+11,,,,96226,,2,,,209560,2.058456247,,,,1.32E+13,207255,,,,,,,,,,,,,,,
1998,New Caledonia,2.86E+11,,,5.8E+12,98701,,6,,,214047,12.83121324,,,,1.48E+13,415251,,,,,,,,,,,,,,,
1999,New Caledonia,2.89E+11,,,6.53E+12,101023,,12,,,218527,6.115016905,,,,1.63E+13,1243419,,,,,,,,,,,,,,,
2000,New Caledonia,2.95E+11,,,6.44E+12,103261,,23,,,223098,5.961720448,,,-3.5E+11,1.78E+13,3101062,,,,,,,,,,,,,,,
2001,New Caledonia,,,,,105521,,30,,,227707,,,,,,4144267,,,,,,,,,,,,,,,
2002,New Caledonia,,,,,107792,,35,,,232236,,5481241,,,,5202086,,,,,,,,,,,,,,,
2003,New Caledonia,,,,,110120,,41,,,236678,,5750390,,,,6248299,,,,,,,,,,,,,,,
2004,New Caledonia,,,,,112378,,49,,,240852,,5681252,,,,7297816,,,,,,,,,,,,,,,
2005,New Caledonia,,,,,114335,,55,,,244381,,1318602,,,,7917944,,,,,,,,,,,,,,,
2006,New Caledonia,,,,,116295,,63,,,247547,,5448664,,,,8292824,,,,,,,,,,,,,,,
2007,New Caledonia,,,,,118392,,71,,,250725,,2394757,,,,8800448,,,,,,,,,,,,,,,
2008,New Caledonia,,5592597,,,120384,,78,,,253825,,2922480,,,,8756962,,,,,,,,,,,,,,,
2009,New Caledonia,,141282997,,,122446,,82,,,257250,,1129689,,,,8746500,,,,,,,,,,,,,,,
2010,New Caledonia,,6491337,,,124851,122.3325764,84,,,261582,,3465409,,,,10986444,,,,,,,,,,,,,,,
2011,New Caledonia,,160695822,,,127586,165.0765543,85,,,266543,,931645,,,,13327150,,,,,,,,,,,,,,,
2012,New Caledonia,,85540786,,,130390,305.5593393,85,,,271633,,6662696,,,,15754714,,,,,,,,,,,,,,,
2013,New Caledonia,,99288066,,,133190,361.2429648,87,,,276822,,10872434,,,,18270252,,,,,,,,,,,,,,,
2014,New Caledonia,,137707109,,,135552,526.270873,87,,,281224,,13406117,,,,19685680,,,,,,,,,,,,,,,
2015,New Caledonia,,38232165,,,134563,755.7351113,92,,,283168,,14430558,,,,20954432,,,,,,,,,,,,,,,
2016,New Caledonia,,,,,132756,1249.016488,,,,283423,,17837609,,,,,,,,,,,,,,,,,,,
2017,New Caledonia,9.69E+11,,,2.7E+13,130830,2824.938458,,,,283546,,,,5.16E+12,5.71E+13,23250772,,,,,,,,,,,,,,,
2018,New Caledonia,1.01E+12,,,,128745,3332.851334,,,,283541,-0.774427808,,,3.52E+12,,,,,,,,,,,,,,,,,
2019,New Caledonia,9.94E+11,,,,126548,4686.078574,91,,,283606,2.434077081,,,7.59E+12,,,,,,,,,,,,,,,,,
2020,New Caledonia,9.7E+11,,,,127351,5471.961038,91,,,284176,0.43012498,,,5.87E+12,,,,,,,,,,,,,,,,,
2021,New Caledonia,9.49E+11,,,,128261,6023.547231,90,,,285214,4.827643129,,,7.48E+12,,,,,,,,,,,,,,,,,
2022,New Caledonia,9.83E+11,,,,129375,6899.482103,,,,287123,3.845714942,,,7.11E+12,,,,,,,,,,,,,,,,,
2023,New Caledonia,,,,,130207,7648.256115,,,,289870,,,,,,,,,,,,,,,,,,,,,
2024,New Caledonia,,,,,130763,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,New Zealand,60459861703,,,,,,,,,2371800,,,,,,,,,,,,,,,214800000,,,,0.934064925,0.989534497,
1961,New Zealand,62464498899,,,,,,,,,2419700,0.212462103,,,,,,,,,,,,,,150700000,,,,0.960935354,1.003198266,
1962,New Zealand,64388951063,,,,,,,,,2482000,4.516979759,,,,,,,,,,,,,,204200000,,,,0.945351601,0.96244365,
1963,New Zealand,68318040423,,,,,,,,,2531800,2.955562197,,,,,,,,,,,,,,193800000,,,,0.967701197,0.991868079,
1964,New Zealand,72487684878,,,,,,,,,2585400,3.265326057,,,,,,,,,,,,,,217100000,,,,0.9655478,1.015333414,
1965,New Zealand,76917937813,,,,,,,,,2628400,1.859151332,,,,,,,,,,,,,,135490000,,,,0.960797906,1.02960968,
1966,New Zealand,81724126130,,,,,,,,,2675900,-2.397680403,,,,,,,,,,,,,,105060000,,,,0.95121938,1.007415533,
1967,New Zealand,77973459438,,,,,,,,,2724100,8.700353179,,,,,,,,,,,,,,38910000,,,,0.883501828,0.895225823,
1968,New Zealand,77935370551,,,,,,,,,2748100,5.809885889,,,,,,,,,,,,,,132860000,,,,0.861166716,0.845072567,
1969,New Zealand,85880625872,,,,,,,,,2772800,0.925706682,,,,,,,,,,,,,,231760000,,,,0.931276202,0.909331977,
1970,New Zealand,84680351718,,,1.98E+12,,,,17,,2810700,13.30559042,,,1.9E+11,3.99E+12,,,,,,,,,,284178564,,,,0.894853532,0.912435889,
1971,New Zealand,87885890544,,,2.02E+12,,,,17,,2853000,13.88026858,,,1.22E+11,3.88E+12,,,,,,,,,,458404989,,,,0.894557059,0.885752022,
1972,New Zealand,92384863942,,,2.3E+12,,,,26,,2903900,9.243589217,,,1.22E+11,4.24E+12,,,,,,,,,,743337484,,,,0.897928834,0.890054643,
1973,New Zealand,99591140855,,,2.48E+12,,,,26,,2961300,8.425157433,,4.73E+11,1.62E+11,4.77E+12,,,,,,,,,,797825571,,,,0.920679331,0.964574814,
1974,New Zealand,1.06E+11,,,2.95E+12,,,,26,,3023700,3.666189752,,5.03E+11,1.91E+11,5.68E+12,,,,,,,,,,432200672,,,,0.929480314,1.056091785,
1975,New Zealand,1.04E+11,,,3.14E+12,,,,25,,3083100,14.62590691,,5.37E+11,1.12E+11,5.53E+12,,,,,,,,,,53077803,,,,0.876791239,0.92599386,
1976,New Zealand,1.05E+11,,,2.83E+12,,,,25,,3110500,21.49187024,,5.73E+11,2.14E+11,5.87E+12,,,,,,,,,,-104069983,,,,0.884209752,0.887466609,
1977,New Zealand,1.01E+11,,,2.46E+12,,,,25,,3120200,16.61410088,,4.5E+11,1.01E+11,5.44E+12,,,,,,,,,,-227484991,,,,0.822523773,0.81877023,
1978,New Zealand,1.01E+11,,,2.38E+12,,,,27,,3121200,12.98153675,,4.58E+11,1.49E+11,5.31E+12,,,,,,,,,,-219994270,,,,0.771096766,0.763909757,
1979,New Zealand,1.03E+11,,,2.2E+12,,,,26,,3109000,14.22531377,,4.6E+11,1.74E+11,6.06E+12,,,,,,,,,,50475498,,,,0.761277914,0.77920109,
1980,New Zealand,1.04E+11,,,2.25E+12,,,,26,,3112900,14.90441068,,4.4E+11,1.49E+11,6.1E+12,,,1148,,,,,,,-95825986,,,,0.779451549,0.79726094,
1981,New Zealand,1.09E+11,,,2.69E+12,,,,27,,3124900,16.34730241,,4.84E+11,78995651314,6.42E+12,,,1033,,,,,,,-119403638,,,,0.785857141,0.82370007,
1982,New Zealand,1.1E+11,,,2.83E+12,,,,28,,3156100,12.08541043,,4.99E+11,1.25E+11,6.43E+12,,,986,,,,,,,-292801964,,,,0.791365325,0.824731231,
1983,New Zealand,1.14E+11,,,2.95E+12,,,,28,,3199300,7.725493259,,,1.14E+11,6.61E+12,,,1110,,,,,,,127948471,,,,0.79035902,0.789582253,
1984,New Zealand,1.2E+11,,,3.16E+12,,,,32,,3227100,7.798791398,,4.85E+11,64366625880,7.94E+12,,,1001,,,,,,,2245556612,,,,0.789270103,0.780991137,
1985,New Zealand,1.22E+11,,,3.34E+12,,,,32,,3247100,13.63421319,,4.33E+11,1.11E+11,7.41E+12,,,1008,,,,,,,1881605116,,,,0.737960458,0.73063767,
1986,New Zealand,1.25E+11,,,3.01E+12,,,,35,,3246300,16.94833531,,4.29E+11,1.59E+11,6.6E+12,,,957,,,,,,,2131372807,,,,0.755083621,0.721025586,
1987,New Zealand,1.26E+11,,,2.93E+12,,,0,37,,3274400,11.47014821,,4.94E+11,74030817924,6.3E+12,,,912,,,,,,,3072308153,,,,0.767918527,0.720628738,
1988,New Zealand,1.26E+11,,,2.68E+12,,,0,40,,3283400,7.90848888,,5.58E+11,43487412444,6.1E+12,,,803,,,,,,,-4129711480,,,,0.791335881,0.732901096,
1989,New Zealand,1.26E+11,,,2.73E+12,,,1,42,,3299200,5.639550995,,6.07E+11,1.24E+11,6.55E+12,,,807,,,,,,,-3464309178,,,,0.795995653,0.778081656,
1990,New Zealand,1.26E+11,,0.811,2.6E+12,1622298,,2,39,,3329800,2.423602981,,,4.67E+11,6.63E+12,,,802,,,,,,,-3147332522,,,,0.776369631,0.754729867,
1991,New Zealand,1.25E+11,,0.813,2.21E+12,1702829,,2,43,,3495100,0.890259839,,,4.95E+11,6.83E+12,,,983,,,,,,,-5378976110,,,,0.762602091,0.734032393,
1992,New Zealand,1.26E+11,,0.822,2.25E+12,1709913,,3,49,,3531700,2.001485484,,,3.29E+11,7.46E+12,1010066,,1031,,,,,,,-9475063865,,,,0.754310668,0.720121205,
1993,New Zealand,1.34E+11,,0.838,2.62E+12,1727412,,4,55,,3572200,1.479216075,,,6.34E+11,7.71E+12,2254058,,1236,,,,,,,-9023465762,,,,0.765583873,0.73284328,
1994,New Zealand,1.41E+11,,0.852,3E+12,1773165,,7,59,,3620000,1.907314949,,8.36E+11,6.67E+11,8.29E+12,11475400,,1254,,,,,,,-11296618679,,,,0.776009202,0.748037159,
1995,New Zealand,1.48E+11,,0.858,3.32E+12,1817532,,10,58,,3673400,1.430613145,,8.5E+11,6.6E+11,8.42E+12,17926192,,1284,,,,,,,-12678539233,,,,0.782063901,0.765655637,
1996,New Zealand,1.53E+11,,0.862,3.42E+12,1871435,,13,59,3749,3732000,1.394070131,,9.77E+11,8.55E+11,8.43E+12,30005280,,1275,2.110245705,1.771766543,1.341992497,1.858393788,1.891940117,1.629558206,-11183584778,,,,0.787307084,0.773387253,78.1
1997,New Zealand,1.56E+11,,0.871,3.46E+12,1892656,,15,,4028,3781300,1.561927534,,9.61E+11,4.53E+11,8.62E+12,55206980,1.65E+11,1572,,,,,,,-18552051963,,,,0.818187118,0.805641413,79
1998,New Zealand,1.57E+11,,0.881,3.23E+12,1898064,,21,,4110,3815000,1.050519164,,,5.1E+11,9.09E+12,120554000,,1181,2.148452997,1.628706098,1.316330194,1.850499153,1.956304312,1.557806134,-24952297772,,,,0.833616376,0.806461334,79.2
1999,New Zealand,1.66E+11,,0.886,3.63E+12,1912390,,36,,4361,3835100,0.586374712,,1.1E+12,2.66E+11,1.02E+13,159156650,1.6E+11,1420,,,,,,,-31352363460,,,,0.868853867,0.839035809,81.7
2000,New Zealand,1.71E+11,,0.896,3.57E+12,1929758,,40,,4325,3857700,2.8843393,258564897,,-4.9E+11,1.17E+13,182854980,,1463,2.181960344,1.58685112,1.362381816,1.795413971,1.67170012,1.678681374,-33717926098,,,,0.852525592,0.794659376,80.9
2001,New Zealand,1.76E+11,,0.902,3.78E+12,1962689,,59,,4413,3880500,3.86091572,282115617,,84719774128,1.18E+13,206442600,1.94E+11,1768,,,,,,,-28273217069,,,,0.855975151,0.794123292,81.1
2002,New Zealand,1.85E+11,,0.905,4.06E+12,2024542,,62,,4374,3948500,0.298056333,315147552,,7.91E+11,1.16E+13,233356350,,1839,2.262573242,1.678446293,1.32036376,1.791151166,1.561941624,1.501043439,-26500093540,,,,0.841119528,0.779201806,80.7
2003,New Zealand,1.94E+11,,0.91,4.51E+12,2065073,,65,,4523,4027200,2.068417241,315582249,,-7.39E+11,1.12E+13,245659200,2.23E+11,1845,2.284625292,1.761944294,1.188374877,1.848329544,1.650785565,1.610115528,-29107297861,,,,0.836336493,0.793029845,81.1
2004,New Zealand,2.01E+11,,0.912,4.87E+12,2122508,,74,,4948,4087500,2.7587219,364486038,,4.49E+11,1.18E+13,252607500,,1631,2.352138042,1.940045238,1.500026584,1.848830819,1.75323987,1.653177857,-39373248480,,,,0.804266095,0.780057549,81.5
2005,New Zealand,2.08E+11,,0.917,5.15E+12,2179558,,85,,5448,4133900,2.000268451,436370900,,3.46E+11,1.21E+13,259195530,2.33E+11,1893,2.19131422,1.741362095,1.252252102,1.846398473,1.631622076,1.628601551,-51766943406,,,,0.799835563,0.775452018,82.3
2006,New Zealand,2.14E+11,,0.918,5.12E+12,2231752,,91,,5770,4184600,2.709834342,325351435,,5.59E+11,1.28E+13,288737400,,2153,2.322551012,1.583402157,1.254492283,1.794790864,1.695319414,1.499365449,-62363834352,24.37270605,,,0.795837283,0.770202279,82
2007,New Zealand,2.21E+11,666691693,0.921,5.28E+12,2266131,,101,,6149,4223800,5.316238996,397385968,,6.98E+11,1.29E+13,294821240,2.56E+11,1892,2.317683935,1.657784104,1.24336648,1.826816559,1.715987206,1.477947354,-69056245587,25.05542456,,,0.836903751,0.814523101,81.4
2008,New Zealand,2.18E+11,638301208,0.92,4.95E+12,2286662,,108,,6434,4259800,2.737525167,440033016,,4.24E+11,1.4E+13,306705600,,1256,2.297525167,1.669064879,1.162643433,1.850659728,1.799912691,1.478388548,-84819713169,18.88332142,,,0.835194111,0.815109551,80.7
2009,New Zealand,2.18E+11,521238449,0.923,4.4E+12,2304331,,109,,6684,4302600,2.640887651,379942325,1.43E+12,-9409003388,1.2E+13,342917220,2.73E+11,1555,2.380318642,1.848079324,1.07115531,1.922674894,1.823738337,1.478482246,-88315071504,16.937398,,,0.858851254,0.820089221,82
2010,New Zealand,2.21E+11,616514283,0.926,4.36E+12,2325453,1388.742042,108,,6962,4350700,3.15959278,487293104,1.46E+12,43185153856,1.29E+13,350231350,,1585,2.3294034,1.811324596,1.236488819,1.861887574,1.81236732,1.507505536,-86819982122,15.67459745,,,0.852766395,0.810805857,82.1
2011,New Zealand,2.26E+11,729698249,0.927,4.51E+12,2358833,2033.074818,110,,7675,4384000,2.467734501,583296338,1.48E+12,1.85E+11,1.34E+13,355980800,2.78E+11,1501,2.290867567,1.87170589,1.376731038,1.89464736,1.964113235,1.579075933,,14.61632114,53.79,,0.86782515,0.822015047,82.3
2012,New Zealand,2.31E+11,762196446,0.929,4.79E+12,2366796,2862.457748,112,,7759,4408100,-0.189641681,575451104,1.51E+12,5.04E+11,1.32E+13,359700960,,1425,2.307887793,1.792153716,1.361365557,1.883210063,1.844799161,1.617722034,,15.1583105,56.6,54.4,0.835148394,0.816222489,82.1
2013,New Zealand,2.37E+11,775321384,0.933,5.06E+12,2382609,3193.984827,107,80,7808,4442100,4.16102482,564771619,1.4E+12,-8630368746,1.33E+13,367805880,2.73E+11,1614,2.334189177,1.749987483,1.453926563,1.870135307,1.819136858,1.606020451,-81777643695,15.62220164,54.46,54.8,0.823223233,0.805966079,81.4
